,tweet,Sentimento,data,usuario,nome,reply_user_id,reply_to_screen_name,n_retweets
653,"Turbulências com lockdown na Europa e eleições nos EUA indicam que mesmo os grandes investidores podem ter seu patrimônio reduzido. Na última semana, as carteiras “Stock-picking, grandes investidores” apresentaram rentabilidade negativa.
Boa leitura! https://t.co/KfrsVAhx21",0,2020-11-01 10:12:48,1274774512928796928,ArpoadorOficial,,,0
654,"Ei, vamos conversar sobre Consórcio?Estamos falando da Empresa que é uma das mais conceituadas no Banco Central!
Acesse ao link: https://t.co/9rsRfxHLYf
#projetomeuportoseguro #consorcio #consorciodeautomovel #consorciodemotos #consorcioagricola #Caminhões #consorciodepesados https://t.co/7xcHUEzkQ3",1,2020-11-06 13:24:07,1261297289647345920,ANDRELU32242534,,,0
655,"Esclarecendo de uma vez por todas: Reserva de emergência é dinheiro LÍQUIDO.
Reserva de emergência não é lugar de buscar rentabilidade.
Não é para render juros. É para evitar dívidas desnecessárias e suportar variações na sua renda. https://t.co/VO3ppaP1A5",0,2020-11-07 22:01:05,1243638646525361920,AnalisandoAtivo,,,0
656,"Expressinho BR 🇧🇷
CIRO e a independência do Banco Central 😱 https://t.co/s1eFuCwf7M via @YouTube 
#ODoleiro #BANESTADOleaks #OdebrechtPapers #UmbrellaDeal
@duploexpresso @romulusmaya",1,2020-11-04 20:53:09,1278356047888080896,car_iolangi,,,2
657,"SOB A AMEASA DE PERDER AS ELEICOES AS EMPRESAS DE DONALD TRUMP JA COMECAM A DESPENCAR NA BOLSA DE VALORES. A MAIS FAMOSA DELAS, O MC DONALDS, PODE FECHAR AS PORTAS!

SÓ NO BRASIL SERIAM MAIS DE 90 MIL DESEMPREGADOS SE O MC DONALDS FALIR. VALE TUDO PRA TIRAR TRUMP DO PODER? 😤🇱🇷🇧🇷 https://t.co/ejypyZfEvw",0,2020-11-05 03:32:10,1093304023577284992,JosuePatriota,,,11
658,"📊IBOV fechou em alta de 📈+2,95% nos 100.751,40pts.

Segue o Panorama de Fechamento de Mercado de hoje https://t.co/lQ2J5GUl7l

Oferecimento: Embaixadas do TC - Entre na de sua região: https://t.co/bpHCFxzVVN https://t.co/8Z15RM7THw",2,2020-11-05 21:50:51,39258403,PabloSangalli,,,0
659,"@marcelaalvesol @Maufalavigna O povo ainda pode lutar contra a autonomia do Banco central. Ela foi aprovada no senado, mas tem que ser aprovada na Câmara também, para ser concretizada.",1,2020-11-05 02:54:59,1131180949,_Agmar,192399347.0,marcelaalvesol,0
660,"A projeção para a inflação deste ano passou de 2,99%, na semana passada, para 3,02%, de acordo com o Boletim Focus do Banco Central
https://t.co/omYsf6iPo8",1,2020-11-03 13:15:22,1181629051309572096,CNNBrBusiness,,,0
661,"@camaradeputados Maia, que tem delírios de que é uma espécie de primeiro-ministro, disse que a proposta de autonomia do Banco Central, aprovada pelo Senado, não está entre os assuntos que ele considera “mais urgentes”. Pra que 513 deputados? Maia acha que ele é a Câmara.Sujeitim",0,2020-11-06 22:47:27,1264554100756221952,PATRIOTA212400,61843152.0,camaradeputados,0
662,Minha paciência hoje está mais inconstante que a bolsa de valores,0,2020-11-07 19:44:11,1300478042834383104,luizcarloos07,,,0
663,"MGCR11: Mais um fundo imobiliário chega à Bolsa de Valores do Brasil, a B3. Ações começaram a ser negociadas na terça-feira, 3 https://t.co/fQ5pBLJyOf",2,2020-11-04 19:01:05,1222939896349969920,revistaoeste,,,6
664,@requiaopmdb Nunca vi @mauro_bfilho afirmar ser a favor da autonomia do banco central.,1,2020-11-06 12:19:21,94813324,CA69And,95253000.0,requiaopmdb,0
665,#ibov Bolsa é aporte e longo prazo!! Compre bons papeis sempre q tiver $ sobrando e viva aquilo q muitos sonham.,2,2020-11-05 22:48:21,1197666898541981952,Tuitero51161885,,,0
666,"Inter+ FIA Ativo -4,08% (-2,72% Ibov) no dia (30/out), acumulando -1,37% (-0,69% Ibov) no mês e +46,46% (-18,76% Ibov) no ano.",1,2020-11-03 17:03:01,1171871076252602112,invexacapital,,,1
667,@sagradaerva Eu fumo maconha porque não tem mais correção monetária do Banco Central do cruzeiro,1,2020-11-03 17:32:21,3051742910,Chefe_Azul1233,1.133602516187472e+18,sagradaerva,1
668,@EddySmurff Presenciei isso quando trampava no Banco Central ❤️ É INCRIVELLLLLL,2,2020-11-05 08:21:33,3076457691,Chrisalvesch,3363936327.0,EddySmurff,0
669,"Não investe em mim não bb, eu não sou bolsa de valores 🚀🚀🚀",1,2020-11-06 15:34:29,1102723274402918016,foguet_n_tem_re,,,0
670,Senado vota autonomia do Banco Central https://t.co/cZaqDIJbfq,2,2020-11-03 15:35:13,884430635288453120,Contraponto_jor,,,0
671,"mano, to vislumbrado na bolsa de valores... kk",1,2020-11-06 16:39:08,1281879134755593984,_iphelipe,,,0
672,INDEPENDENCIA DO BANCO CENTRAL - O CONGRESSO NACIONAL DESTROI O PAÍS A T... https://t.co/Fr3lkxwGdE via @YouTube. @lulaoficial,0,2020-11-04 15:54:18,723647894390202368,jclbarbosa,,,1
673,"Saber o que significa rentabilidade e liquidez é fundamental para ter sucesso em seus investimentos!

#investing 

https://t.co/pMx4pMgIYq",2,2020-11-05 14:18:57,968160645345574912,SeuCredito,,,0
674,um grande amigo (que é da esquerda guerra híbrida) me falando que o intercept soltou o caso do estupro ontem pra tirar o foco da independência do banco central e eu 🤯🤔,0,2020-11-04 16:15:25,1245016870585016064,ceticoetriste,,,0
675,Saia na frente – Concurso Educação! Senado vota autonomia do Banco Central! https://t.co/1XekmLVDLj,1,2020-11-04 01:20:03,493560462,concursoeapost,,,0
676,Senado Federal: Manifesto Contra a Autonomia do Banco Central - Assine a petição! https://t.co/HbE8AK5B27 via @change_br,0,2020-11-03 19:22:52,708703867563855872,Paulettechrys,,,0
677,"desvincular o banco central do executivo parece o golpe fatal do neoliberalismo no país, pq a gnt pode eleger até o che guevara p presidente, mas ele não vai poder mexer na política financeira",0,2020-11-04 19:22:14,36198072,taniloo,,,2
678,"Saiba mais sobre o PIX, novo sistema de pagamento instantâneo criado pelo Banco Central | Jornal Nacional | G1 https://t.co/M4YIjMzPaz",1,2020-11-03 18:22:15,813509571314679808,ZIULRASEC1964,,,0
679,"@rodrigocapelo @mart_fern @FIFAcom A gnt eu não sei, mas que a Globo adora pagar pouco pela rentabilidade de um Cariocão, ela gosta.

Historicamente até obrigava os clubes a não pouparem em suas datas.",1,2020-11-06 17:37:01,150105704,Victortrindade2,31493031.0,rodrigocapelo,0
680,@cotore Mas é privado de capital aberto e negociado na bolsa de valores? 😳,1,2020-11-05 12:46:01,1142942960960582016,davisson_gomes,1.024711090561855e+18,cotore,0
681,"Conhecem esse histograma que contabiliza o nº de pregões p/ certas faixas de rentabilidade diária?

No exemplo:
135 pregões entre +0,25% e +0,75%
128 entre -1,25% e -0,75% 
126 entre -0,25% e 0,25%

1 entre +11,25% e +11,75%
1 entre +11,75% e +12,25%
1 entre +14,75% e +15,25% https://t.co/RNWwOhUan9",1,2020-11-06 21:20:19,1187302264769253120,LeiturasTrader,,,0
682,"Esta característica ajuda o investidor iniciante a entender melhor como funciona o mercado de renda variável. 
Se você é um investidor um pouco mais experiente, foque nas melhores oportunidades.",2,2020-11-04 16:17:43,1031548103416050048,sonartrade,1.03154810341605e+18,sonartrade,0
683,Senado aprova autonomia do Banco Central. Entenda as mudanças em cinco pontos https://t.co/zdLVsHHxGz,1,2020-11-04 22:06:35,68593485,CelioAzevedoII,,,0
684,"@RodrigoMaia No presidente do Banco Central nós confiamos

https://t.co/OpgcpOaxiX",1,2020-11-04 14:19:48,1139537068856619008,AssisMoya,35260027.0,RodrigoMaia,0
685,"Minerva lucra R$ 58,3 milhões no 3º tri e adianta pagamento de dividendos
https://t.co/4IqJTH97qe",2,2020-11-03 22:57:32,1113533606247436032,valorinveste,,,2
686,"Vocês estão ligados que enquanto todos estão de olho nas eleições dos EUA o Senado aprovou a autonomia do Banco Central, né? Se preparem, porque agora quem vai decidir a política econômica do Brasil são os banqueiros.",1,2020-11-04 11:12:23,874672878930845696,soulbaiana,,,0
687,@tabataamaralsp @tabataamaralsp qual sua opinião sobre a aprovação da autonomia do Banco central?,1,2020-11-05 22:13:12,1065817298471144960,Xandesouza15,1.001251931812221e+18,tabataamaralsp,0
688,"@Mih78910 @Estadao Toma vergonha nessa cara Michele, ""tamanho do estrago"" com o Banco Central todo dia queimando reserva.

Antes da pandemia a nossa moeda era a mais desvalorizada, com a pandemia só potencializou.
E acredite, TEVE MOEDA QUE FRENTE AO DÓLLAR VALIROU MESMO NA PANDEMIA.",0,2020-11-02 17:12:40,1304003702953517056,MateusGJr,1.293317132697117e+18,Mih78910,0
689,"#JN traz uma série de reportagens sobre o novo sistema de pagamento instantâneo criado pelo Banco Central. A partir do dia 16, será possível fazer transferências em até dez segundos, inclusive nos fins de semana e feriados https://t.co/KACmlHKVtY",1,2020-11-03 01:31:27,214570761,jornalnacional,,,5
690,"@JailmaFabiana Precisamos defender nosso BANCO CENTRAL que está quase sendo entregue.
Ontem foi aprovado pela maioria esmagadora no SENADO.
#NaoAAutonomiaDoBC 
#DEFENDAOBANCOCENTRAL",0,2020-11-04 15:56:01,1424073602,BrunaIvyQuinn,395715480.0,JailmaFabiana,0
691,"Mds chegou o grande dia, meter 5 contratos no IBOV e vender o dólar se tudo correr como o planejado doarei um bom dinheiro para APAE",2,2020-11-06 10:50:37,1030636496276140032,zalutzski,,,1
692,"É sempre assim, na coverdia do silêncio, sem ninguém saber  que os maiores roubos do nosso dinheiro acontecem. Autonomia do Banco Central é meus zovo! https://t.co/8DJsRPiozw",0,2020-11-03 14:25:59,1088059965582045056,HlioPires3,,,0
693,"@corinthiona Quando falo de ""não caber"", trato sobre esporte viável pra mídia e rentabilidade pra quem pratica.Por gosto cada um faz o q quiser. Mas p/ ser um negócio bom de se ver, tem q ter dinâmica.E como está, o futebol fem. não vai alcançar um nível de dinâmica p/ ser comercialmente bom.",0,2020-11-02 18:31:37,1011349963035611008,PateticoPistola,1.222410341566616e+18,corinthiona,0
694,"Enquanto o público é distraído pela eleição nos EUA, o Senado brasileiro aprovou a “independência” do Banco Central. É a economia brasileira sendo entregue diretamente para os interesses dos bancos e capital financeiro. Mais um crime contra a soberania do Brasil",0,2020-11-04 19:22:44,77987629,PauloBufaloPsol,,,3
695,"@eduardomoreira Melhor, como assim? E a votação da autonomia do Banco Central?? A esquerda lutando contra isso, cadê?? #NaoAAutonomiaDoBC !!",0,2020-11-03 18:21:43,708806549083447296,waleskareuter,65749516.0,eduardomoreira,0
696,"As investigações apontam que os seis sócios da empresa, com o auxílio de três funcionários, captaram quase R$ 7 milhões com a promessa de rentabilidade de até 50% em três meses. https://t.co/1d6rDU0xZA",1,2020-11-05 17:27:10,38413341,CBNCuritiba,,,0
697,"IBOV e canal
1º traçamos um canal
2º Dobramos o canal (Ctrl C + Ctrl V)
3º Colocamos a mediana no 1º canal
4º Hoje IBOV voltou ao topo do 2º canal.
Tá forte e fechou um candle verde Catching_Trends, rompendo o topo anterior em 102.217 tem um belo caminho pela frente https://t.co/vEqvSRpiff",2,2020-11-06 00:42:19,1618829256,Catching_Trends,,,0
698,Pandemia faz rentabilidade de empresas do Brasil retroceder 11 anos https://t.co/iZ2D5cv25J,0,2020-11-07 13:33:32,27630383,Nominuto,,,0
699,@TI_Manoel @romulusmaya @cirogomes Todos sabiam que iria ocorrer pois o presidente do Banco Central ao ser sabatinado no senado ele disse com todas as letras ser favorável à Independência do banco central e ele foi aclamado,1,2020-11-04 02:14:04,989505785062445056,sandinhaheavy,3374408962.0,TI_Manoel,0
700,@DomCarioca1 @nonoinvestidor vai trabalhar hj entregador de paçoca ou só vale pro Ibov maravilhoso?,2,2020-11-02 13:18:32,3157814465,EvandroGuilhe12,1.287456062329758e+18,DomCarioca1,0
701,"@RuhamaMaria6 investimento a curto prazo
é que nem na bolsa de valores,sempre dá merda",0,2020-11-02 02:25:31,1138368368128515968,DaviGom53302892,1.306940492387693e+18,RuhamaMaria6,0
702,Senado vota autonomia do Banco Central nesta terça-feira https://t.co/Sqq99fd1Zs,1,2020-11-03 13:20:13,302981627,TvPrefeito,,,0
703,"@AlanaJuuh2 Investe na bolsa de valores, compre ações e fique bilionaria",2,2020-11-05 16:09:18,4061048776,fabri_ciooo,1.1212306379172e+18,AlanaJuuh2,0
704,É verdade que temos que lutar contra a autonomia (formal) do Banco Central porque significaria entregar um elemento importante de política econômica aos banqueiros. Mas lembremos que não foi esse governo que inventou isso.,0,2020-11-04 13:50:51,1186012533896954112,doutorando_est,,,3
705,"@JornalOGlobo @romulusmaya vê isso aqui! Ontem o José Serra votou NÃO a Autonomia do Banco Central! 
A autonomia do seu voto, teve o seu preço! O recado para a Câmara já está dado! https://t.co/8RC4Xp5Yyj",1,2020-11-05 03:40:21,710317814545039360,cellealmeidas,54341363.0,JornalOGlobo,5
706,"@NildoOuriques A indignação da esquerda parlamentar com a autonomia do banco central vai até a página 2. Veja, a votação no senado, óbvio, contou com o apoio do presidente da casa, o Alcolumbre. Este, por sua vez, deve contar com o apoio do PT e PDT para sua reeleição por mais 2anos. Cúmplices.",0,2020-11-05 12:52:48,938816440404205568,gabri1914,431543765.0,NildoOuriques,0
707,"@pedrolrossi @edweck_rj @analuizamoliv @AutonomiaLiter2 Pedro, o que vc acha dessa proposta do PT de independência do Banco Central?",1,2020-11-05 23:04:40,743277556418379776,JulianaStraman1,2667649680.0,pedrolrossi,0
708,@Haddad_Fernando Autonomia do Banco Central abre caminho para que o brasileiro mantenha conta em dólares no país? Em que papel higiênico você leu isso? O professor resvalou para o ridículo na sua interpretação medíocre.,0,2020-11-04 20:27:15,295768875,Agamilton,354095556.0,Haddad_Fernando,0
709,"PIX | Nesta terça (3), o Banco Central iniciou a primeira etapa do novo sistema de pagamentos: #PIX. Funcionando como um teste, apenas alguns clientes terão acesso às operações nesta fase, em horários restritos. A partir do dia 16, o PIX funcionará totalmente, a qualquer momento.",1,2020-11-03 18:04:18,1277451849726071040,elisavazjor,,,0
710,@BlogOlhoNaMira A única autonomia que eu defendo ao Banco central é sua completa extinção fora isso é conversa para inglês ver essa ideia de independência do BC.,1,2020-11-04 17:11:37,904224563906662400,Gabrielmg_teo77,154336315.0,BlogOlhoNaMira,0
711,@AWM6968 @Kauelokk Viu a bolsa de valores?,1,2020-11-01 20:36:10,530850010,Lu_LBSantos,1.272561226405548e+18,AWM6968,0
712,"@URSSA__ @castrofor a fonte são todos os jornais de hoje no brasil, muda o sistema de escolha da diretoria do banco central, o presidente não poderá mais direcionar o bc para política que facilita empregos mas os lobistas bancários poderão fazer com que os diretores favoreçam lucros bancários",1,2020-11-03 23:06:30,137545998,cappellarianton,43828204.0,URSSA__,0
713,"Senado vota autonomia do Banco Central nesta terça-feira

https://t.co/ZcLRjDjZYZ

#D24AM #InteragindoComANotícia #Credibilidade #Compartilhe",1,2020-11-03 13:45:48,31291626,DEZMinutos,,,0
714,@pedrobizerra @viniaIex900 O problema da Inglaterra é o banco central inglês.,0,2020-11-01 20:48:17,55891961,FerTakitani,58095702.0,pedrobizerra,0
715,"As notícias relatam 3 milhões de brasileiros investindo em Bolsa da Valores, e muitos (podendo você ser um deles) pernanecem inseguros quando o assunto é investir em renda variável. 
&gt;&gt; sem educação financeira = sem convicção para enfrentar os riscos da renda variável.",0,2020-11-03 14:05:05,1172133435990822912,FlavioRLira,1.172133435990823e+18,FlavioRLira,0
716,"@paulinqpx @Iucasssssssss @ge_vasco Qdo eu falei que R$ 10 milhões é pouco, porque é tipo uma bolsa de valores, mas o valor real é arrecadar  R$ 50 milhões. 
Antes de julgar as pessoas, você primeiro tem que intender do que se trata, vai ganhar biscoito na pqp!",0,2020-11-06 03:48:17,211758267,BrazCristiano,8.739069657638052e+17,paulinqpx,0
717,"@gabriel_irdk ah amigo eu tbm me arrependo 0, eu ia gastar com oq naquela época? guardar p bolsa de valores e futuras crises finceiras",0,2020-11-01 01:57:32,1170107862296781056,infernoookkj,1.067244201153389e+18,gabriel_irdk,0
718,"Proposta de autonomia do BC diz que instituição deverá fomentar mercado de trabalho / Nova atribuição aproximaria autoridade monetária brasileira a modelo do banco central americano  / O controle da inflação, no entanto, continuaria sendo sua atribuição central 
Folha SP",1,2020-11-01 14:01:16,3331681937,lcmbarros,,,3
719,"Projeto de autonomia do Banco Central deve avançar na Câmara só após a reforma tributária andar, no que depender do presidente da Casa, Rodrigo Maia (DEM-RJ) https://t.co/K3d6hxX2we",1,2020-11-06 18:12:44,809124436880322560,CNNBrasil,,,2
720,"Esse ai conseguiu uma rentabilidade de 20% ao dia
Quer saber como? Arrasta pra cima https://t.co/3Oyyj4MFdO",2,2020-11-07 02:40:05,1104848760797053056,Art77_H,,,0
721,"@cabelinhodesapo @MateusValadare8 @jasonresistenc1 @ultrajano Mas da Integração Nacional e foi responsável por tirar o projeto do São Francisco do papel e ñ como Presidente do Banco Central como Meirelles, ou seja, ingerindo totalmente na economia!",0,2020-11-07 00:30:57,300985641,tonyvitorinojr,8.529071611602248e+17,cabelinhodesapo,0
722,"@ContaratoSenado Vote não à autonomia do Banco Central! O povo não quer que o Brasil seja entregue a meia dúzia de banqueiros! 
#NãoAAutonomiadoBC",0,2020-11-03 16:20:15,1027327573091655936,CoutinhoAndree,1.050121324436308e+18,ContaratoSenado,0
723,"Sobre dar autonomia ao Banco Central, vcs são?",1,2020-11-05 09:13:54,1257480919243461120,Paulinhoprogre1,,,1
724,"@rafaelbboa O globo pegando fogo olha o ibov futuro ai +3,04%",2,2020-11-06 04:07:00,1315782953021125120,imnotphillips,2159646294.0,rafaelbboa,0
725,"@SenStyvenson Vote não à autonomia do Banco Central! O povo não quer que o Brasil seja entregue a meia dúzia de banqueiros! 
#NãoAAutonomiadoBC",0,2020-11-03 16:20:47,1027327573091655936,CoutinhoAndree,1.028691208137322e+18,SenStyvenson,0
726,@MrTrillionss @Sebi051977 Quando chega o IBOV 106K???,1,2020-11-01 14:44:01,1284838966940897024,BTGoldDigital,1.162810373231264e+18,MrTrillionss,0
727,"@Bancointer Ligar novamente e falar com os atendentes despreparados que não sabem o que aconteceu? Realmente, a solução será abrir reclamação no Banco Central! 

Lamentável esse posicionamento do @Bancointer com seus clientes!",0,2020-11-06 12:36:11,59112858,cesarjornalista,93861945.0,Bancointer,0
728,"@samiabomfim A 'autonomia' do Banco Central é o último golpe dos liberais contra as políticas sociais, nada para o povo e lucro acima de tudo e de todos para os bancos e ricos.
#SoAEsquerdaDefendeOPovo",0,2020-11-04 23:17:02,62387993,JonasLaico,27703690.0,samiabomfim,0
729,"Um dos  cancer do Brasil, o @SenadoFederal,   tem que ser extinto.
O povo quer ZERO independência e ZERO  autonomia para o banco central.
O dinheiro que o banco central usa é  do povo.  A @camaradeputados tem que derrubar essa decisão
anti soberania do senado
de autonomia do #bc! https://t.co/UqbG6WRTcr",0,2020-11-04 10:38:22,768636913,ritaleeparanoic,,,0
730,senado aprovando autonomia do banco central... que dia fudido pra caralho mermo,0,2020-11-04 01:07:18,1128338488284385024,marcusfn_,,,0
731,"@RodrigoMaia Pois é, seu porco imundo ! Já o mesmo o Presidente do Banco central e o Brasil de bem não pode dizer de vc . Vc é imprestável é indigno de qualquer confiança.",0,2020-11-01 11:50:06,2792644140,valtermusica1,35260027.0,RodrigoMaia,0
732,"A gente tá vendo o PT reclamar da autonomia do Banco Central, sendo que o projeto aprovado foi proposto por um Senador do PT https://t.co/O77M8DShHc",1,2020-11-04 15:24:52,26874397,dextervicente,,,0
733,Bezerra prevê até 50 votos pela autonomia do Banco Central. https://t.co/1ZDBrETzHv,1,2020-11-03 18:07:16,2880932962,o_antagonista,,,2
734,"@SenadoraMariaSE Olá, senadora!
Passando aqui para pedir que vote contra a autonomia do Banco Central. Assim preservamos o poder do povo definir sua politica econômica democraticamente através do presidente da República
#NaoAAutonomiaDoBC",0,2020-11-03 16:53:24,1055421629940067968,janelademocrata,1.270720990415188e+18,SenadoraMariaSE,0
735,"@jiaoguilherm eu entrei no canal dele so pra dar uma analisada e mano, tu n encontra NADA a respeito, como q um mlq de 26/27 anos fica milionario investindo em bolsa de valores e nenhum lugar alem do canal dele no youtube posta sobre?",0,2020-11-03 15:44:54,498313469,nocivus,1.274631107619828e+18,jiaoguilherm,0
736,"@loneliestgrl Eu juro, cheguei lá ai fui na porta do negócio e perguntei pra uns senhores se lá era o curso da bolsa de valores e ele perguntou se eu ia fazer o curso, aí eu disse que sim, e ele falou "" você não é muito novo pra ta aprendendo isso não?"" E eu disse:",2,2020-11-04 23:38:07,3411946859,qmemhue,2833030821.0,loneliestgrl,0
737,Investimento a longo com prazo com rentabilidade de 7 dígitos https://t.co/cZ9xpqiLd5,2,2020-11-05 22:41:20,955654698723430400,L4BCachinho,,,0
738,Senado aprova texto-base de projeto que dá autonomia do Banco Central. https://t.co/XxprcFTL4s https://t.co/bBfZZZPrIK,1,2020-11-04 11:11:34,72059270,marcelopatrizi,,,0
739,Senado vota nesta terça-feira (3) autonomia do Banco Central https://t.co/Ga6rTSxkS6,1,2020-11-03 11:49:57,29274419,otempo,,,2
740,ansiosa pelo ibov e dólar segunda feira rsrs,2,2020-11-07 20:18:05,59703805,imraissa_,,,0
741,@Tatobarros Carteira extremamente agressiva e alavancada. Se der uma dor de barriga mto forte no Ibov o estrago seria grande,0,2020-11-05 12:32:35,54420179,jmlcosta,24820645.0,Tatobarros,0
742,"Ibovespa salta 7% e flerta com 101 mil pontos mirando Biden como presidente dos EUA
https://t.co/mUJusgqeoD",2,2020-11-06 21:28:31,1113533606247436032,valorinveste,,,2
743,@GuilhermeBoulos Enquanto eles estiverem fazendo o serviço sujo como dar autonomia ao banco Central estarão sendo sustentados,0,2020-11-04 11:00:44,203700553,Echinatuss,7.624027742608753e+17,GuilhermeBoulos,0
744,"@taliriapetrone Banco Central é o mesmo que os demais Bancos? Explica melhor essa, sucintamente...",1,2020-11-04 12:59:10,1081504562224210048,moimontalvan,103704608.0,taliriapetrone,0
745,"O @SenadoFederal do Brasil uma Organização Criminosa cuja missão é legalizar a privatização da Nação e a usura. 
Missão do @BancoCentralBR é não liquidar a dívida interna com banqueiros e buscar o pleno desemprego e a mais alta taxa de juros
#Brasil #G1
https://t.co/rGTwUf5eEC",0,2020-11-04 08:41:06,770481850733256704,ZeRenato_OSLima,7.704818507332567e+17,ZeRenato_OSLima,3
746,@cirogomes Privatização do banco central,1,2020-11-03 14:42:43,1153627190413730048,Pimenta93469943,33374761.0,cirogomes,0
747,@SnowdoSertao @PDT_Nacional Vou contatar uns parceiros de Brasília para tacar fogo no carro de quem votar à favor da autonomia do Banco Central. Sem pressão.,0,2020-11-03 10:12:22,891813439303278592,ChSpfc_,8.856037552611369e+17,SnowdoSertao,1
748,"Prevejo fortes emoções amanhã na aclamada Bolsa de Valores! 

@BotIbovespa",2,2020-11-02 20:56:31,289366046,allmeidajose,,,0
749,"@Eulavomeucarv @juninholima Acompanho esse pensamento.
O Louro (Tom) estava há mais de 20 anos diariamente na TV, num programa de rentabilidade alta.",2,2020-11-03 00:40:19,233472505,Melgeografa,1.108067265369592e+18,Eulavomeucarv,0
750,"São 2 resultados para a Taxa Selic!!!

Os Economistas do Banco Central que Decidam!!! Caso eles queiram!!!

Fórmula da Variação do Câmbio:

=((Dia Atual/Dia Anterior)-1)*100 

Ou

=((Dia Atual - Dia Anterior)/Dia Anterior)*100",1,2020-11-07 14:38:22,1075049717359410944,severo_amaral,,,0
751,"@EitagiovanaEita Penso na estado de bem-estar social. Assegurar direitos basicos gratuitos para todos ( saude, educaçao, moradia, saneamento basico) ou pelo menos para o numeros maximo de pessoas possiveis. Ja os liberais brs  preferem deixar isso de lado, e focar no ganho na bolsa de valores.",0,2020-11-06 16:53:01,105335162,123a3_,1.235714195779391e+18,EitagiovanaEita,0
752,"19/10/18 https://t.co/O2iXn4hBNY 
Haddad (PT) CADASTROU um NOVO plano de governo no TSE defendendo a autonomia do Banco Central e abandonando a proposta de um objetivo duplo para a instituição (com metas de inflação e emprego).
#VamoTerClareza https://t.co/jVNBETrhPU",0,2020-11-04 04:55:33,3421609839,SalaLolita,,,0
753,"@cirogomes FALE GROSSO QUANTO A ENTREGA DO BANCO CENTRAL!!!!
DENUNCIE @cirogomes A ENTREGA E DESTRUIÇÃO DO BANCO CENTRAL",0,2020-11-02 14:15:15,995782748521590784,neymardasinuca,33374761.0,cirogomes,0
754,"Banco Central já torrou US$ #23,4Bilhões para deter dólar - 
https://t.co/HejMAIZZkA - 
Via Marcelo Saldanha - UOLEconomia - 
""...No Brasil, a maior dúvida ainda é se o governo de Jair #B0Is0naro (sem partido) conseguirá controlar o #RomboFiscal..."" -",0,2020-11-01 06:12:03,3297861,faconti,,,0
755,"MÍNIMA 
Completamente indignado c/a aberração JURÍDICA que absolveu o ESTRUPADOR 

Da Mariana Ferrer,

E hoje, agora, está  acontecendo outro ESTUPRO no @SenadoFederal contra o Banco Central,

Que vai sacramentar mais 1 assalto aos cofres Públicos pelos Banqueiros e RENTISTAS!!!",0,2020-11-03 23:04:15,1645736942,arte_prima,,,4
756,"@heldermaldonado Enquanto o senado quer entregar o Banco Central aos banqueiros, a esquerda burra e lacradora só quer saber de aparecer e ganhar likes! Vocês merecem essa merda país!",0,2020-11-03 14:51:17,1219261930986230016,jmmurbach,128619303.0,heldermaldonado,1
757,@OmarAzizPSD Senador vote contra o projeto de Autonomia do Banco Central. Esse é um projeto que tira do povo e do poder politico a capacidade de decidir o futuro do Brasil. #NaoAAutonomiaDoBC,0,2020-11-03 16:39:42,149937971,Will_Crw,2445921702.0,OmarAzizPSD,0
758,"@picpay essa rentabilidade de 210% do CDI, está investido em que? Tem algum canal onde eu possa ver mais informações sobre? https://t.co/v2Gmxdswn4",2,2020-11-03 14:04:16,1206680330628976896,oraulsena,2403733330.0,picpay,0
759,"@antonionetopdt @IvanValente @cirogomes @GuilhermeBoulos @IvanValente nem se pronunciou sobre a autonomia do Banco Central ainda... Vc acha q ele liga p verdade?

Ele é valente com e esquerda e Tchutchuca com os banqueiros.",0,2020-11-03 21:19:56,78302567,vitorlouredo,64391577.0,antonionetopdt,0
760,"@AbrahamWeint Senadores Telmário Mota e Rogério Carvalho DO PT, apresentaram dois projetos de independência do banco central e remuneração da sobra de caixa dos bancos.PROJETOS DE INTERESSE DA DIREITA. O que ainda vai ser preciso para vocês perceberem que estamos todos sendo enganados?",0,2020-11-01 02:34:32,1305241169530585088,Ralck3,1.120399498692497e+18,AbrahamWeint,0
761,@vitorlouredo @joaoamoedonovo Você quer deixar o banco central na mão dos corruptos! Sim a independência do banco central!,0,2020-11-03 21:00:09,1225093854820474880,VoteNOVO30,78302567.0,vitorlouredo,0
762,"@opovoonline Só lembrando o que vai impactar muito no Brasil é a votação da autonomia do Banco Central que será hoje no Senado.

#NãoaAutonomiaDoBC",0,2020-11-03 10:49:36,396286980,PauloRoberto_SM,19351269.0,opovoonline,3
763,"@senadorhumberto Bosta, o Banco Central independente, significa que não será corrompido, mas, como corrupção faz parte de ""alguns""partidos, óbvio que o voto seria contrário, assim como, prisão em segunda instância! Povo atento, viu bosta!",0,2020-11-05 00:41:13,1097109920519021056,terralivredopt,76049312.0,senadorhumberto,0
764,"@_sugary_heaven  se felicidade fosse dinheiro, você seria o Banco Central e eu seria a maior investidora",2,2020-11-04 03:28:43,1118290481597821056,hswallsn,1.118290481597821e+18,hswallsn,0
765,"não sofro mais por mulher não, só pela bolsa de valores",0,2020-11-06 18:11:06,55114547,giujong,,,0
766,"Todos os dias um otário e um malandro influencer de investimento na bolsa de valores se encontram e sai um golpe ou um esquema de pirâmide. 

https://t.co/mWaTS2MtiB",1,2020-11-07 01:35:03,487436389,henrisilvaolive,,,2
