tweet;Sentimento
@AlanaJuuh2 Investe na bolsa de valores, compre ações e fique bilionaria;2
É verdade que temos que lutar contra a autonomia (formal) do Banco Central porque significaria entregar um elemento importante de política econômica aos banqueiros. Mas lembremos que não foi esse governo que inventou isso.;0
"@JornalOGlobo @romulusmaya vê isso aqui! Ontem o José Serra votou NÃO a Autonomia do Banco Central! 
A autonomia do seu voto, teve o seu preço! O recado para a Câmara já está dado! https://t.co/8RC4Xp5Yyj";1
@NildoOuriques A indignação da esquerda parlamentar com a autonomia do banco central vai até a página 2. Veja, a votação no senado, óbvio, contou com o apoio do presidente da casa, o Alcolumbre. Este, por sua vez, deve contar com o apoio do PT e PDT para sua reeleição por mais 2anos. Cúmplices.;0
@pedrolrossi @edweck_rj @analuizamoliv @AutonomiaLiter2 Pedro, o que vc acha dessa proposta do PT de independência do Banco Central?;1
@Haddad_Fernando Autonomia do Banco Central abre caminho para que o brasileiro mantenha conta em dólares no país? Em que papel higiênico você leu isso? O professor resvalou para o ridículo na sua interpretação medíocre.;0
PIX | Nesta terça (3), o Banco Central iniciou a primeira etapa do novo sistema de pagamentos: #PIX. Funcionando como um teste, apenas alguns clientes terão acesso às operações nesta fase, em horários restritos. A partir do dia 16, o PIX funcionará totalmente, a qualquer momento.;1
@BlogOlhoNaMira A única autonomia que eu defendo ao Banco central é sua completa extinção fora isso é conversa para inglês ver essa ideia de independência do BC.;1
@AWM6968 @Kauelokk Viu a bolsa de valores?;1
@URSSA__ @castrofor a fonte são todos os jornais de hoje no brasil, muda o sistema de escolha da diretoria do banco central, o presidente não poderá mais direcionar o bc para política que facilita empregos mas os lobistas bancários poderão fazer com que os diretores favoreçam lucros bancários;1
"Senado vota autonomia do Banco Central nesta terça-feira

https://t.co/ZcLRjDjZYZ

#D24AM #InteragindoComANotícia #Credibilidade #Compartilhe";1
@pedrobizerra @viniaIex900 O problema da Inglaterra é o banco central inglês.;0
"As notícias relatam 3 milhões de brasileiros investindo em Bolsa da Valores, e muitos (podendo você ser um deles) pernanecem inseguros quando o assunto é investir em renda variável. 
&gt;&gt; sem educação financeira = sem convicção para enfrentar os riscos da renda variável.";0
"@paulinqpx @Iucasssssssss @ge_vasco Qdo eu falei que R$ 10 milhões é pouco, porque é tipo uma bolsa de valores, mas o valor real é arrecadar  R$ 50 milhões. 
Antes de julgar as pessoas, você primeiro tem que intender do que se trata, vai ganhar biscoito na pqp!";0
@gabriel_irdk ah amigo eu tbm me arrependo 0, eu ia gastar com oq naquela época? guardar p bolsa de valores e futuras crises finceiras;0
"Proposta de autonomia do BC diz que instituição deverá fomentar mercado de trabalho / Nova atribuição aproximaria autoridade monetária brasileira a modelo do banco central americano  / O controle da inflação, no entanto, continuaria sendo sua atribuição central 
Folha SP";1
Projeto de autonomia do Banco Central deve avançar na Câmara só após a reforma tributária andar, no que depender do presidente da Casa, Rodrigo Maia (DEM-RJ) https://t.co/K3d6hxX2we;1
"Esse ai conseguiu uma rentabilidade de 20% ao dia
Quer saber como? Arrasta pra cima https://t.co/3Oyyj4MFdO";2
@cabelinhodesapo @MateusValadare8 @jasonresistenc1 @ultrajano Mas da Integração Nacional e foi responsável por tirar o projeto do São Francisco do papel e ñ como Presidente do Banco Central como Meirelles, ou seja, ingerindo totalmente na economia!;0
"@ContaratoSenado Vote não à autonomia do Banco Central! O povo não quer que o Brasil seja entregue a meia dúzia de banqueiros! 
#NãoAAutonomiadoBC";0
Sobre dar autonomia ao Banco Central, vcs são?;1
@rafaelbboa O globo pegando fogo olha o ibov futuro ai +3,04%;2
"@SenStyvenson Vote não à autonomia do Banco Central! O povo não quer que o Brasil seja entregue a meia dúzia de banqueiros! 
#NãoAAutonomiadoBC";0
@MrTrillionss @Sebi051977 Quando chega o IBOV 106K???;1
"@Bancointer Ligar novamente e falar com os atendentes despreparados que não sabem o que aconteceu? Realmente, a solução será abrir reclamação no Banco Central! 

Lamentável esse posicionamento do @Bancointer com seus clientes!";0
"@samiabomfim A 'autonomia' do Banco Central é o último golpe dos liberais contra as políticas sociais, nada para o povo e lucro acima de tudo e de todos para os bancos e ricos.
#SoAEsquerdaDefendeOPovo";0
"Um dos  cancer do Brasil, o @SenadoFederal,   tem que ser extinto.
O povo quer ZERO independência e ZERO  autonomia para o banco central.
O dinheiro que o banco central usa é  do povo.  A @camaradeputados tem que derrubar essa decisão
anti soberania do senado
de autonomia do #bc! https://t.co/UqbG6WRTcr";0
senado aprovando autonomia do banco central... que dia fudido pra caralho mermo;0
@RodrigoMaia Pois é, seu porco imundo ! Já o mesmo o Presidente do Banco central e o Brasil de bem não pode dizer de vc . Vc é imprestável é indigno de qualquer confiança.;0
A gente tá vendo o PT reclamar da autonomia do Banco Central, sendo que o projeto aprovado foi proposto por um Senador do PT https://t.co/O77M8DShHc;1
Bezerra prevê até 50 votos pela autonomia do Banco Central. https://t.co/1ZDBrETzHv;1
"@SenadoraMariaSE Olá, senadora!
Passando aqui para pedir que vote contra a autonomia do Banco Central. Assim preservamos o poder do povo definir sua politica econômica democraticamente através do presidente da República
#NaoAAutonomiaDoBC";0
@jiaoguilherm eu entrei no canal dele so pra dar uma analisada e mano, tu n encontra NADA a respeito, como q um mlq de 26/27 anos fica milionario investindo em bolsa de valores e nenhum lugar alem do canal dele no youtube posta sobre?;0
"@loneliestgrl Eu juro, cheguei lá ai fui na porta do negócio e perguntei pra uns senhores se lá era o curso da bolsa de valores e ele perguntou se eu ia fazer o curso, aí eu disse que sim, e ele falou "" você não é muito novo pra ta aprendendo isso não?"" E eu disse:";2
Investimento a longo com prazo com rentabilidade de 7 dígitos https://t.co/cZ9xpqiLd5;2
Senado aprova texto-base de projeto que dá autonomia do Banco Central. https://t.co/XxprcFTL4s https://t.co/bBfZZZPrIK;1
Senado vota nesta terça-feira (3) autonomia do Banco Central https://t.co/Ga6rTSxkS6;1
ansiosa pelo ibov e dólar segunda feira rsrs;2
@Tatobarros Carteira extremamente agressiva e alavancada. Se der uma dor de barriga mto forte no Ibov o estrago seria grande;0
"Ibovespa salta 7% e flerta com 101 mil pontos mirando Biden como presidente dos EUA
https://t.co/mUJusgqeoD";2
@GuilhermeBoulos Enquanto eles estiverem fazendo o serviço sujo como dar autonomia ao banco Central estarão sendo sustentados;0
@taliriapetrone Banco Central é o mesmo que os demais Bancos? Explica melhor essa, sucintamente...;1
"O @SenadoFederal do Brasil uma Organização Criminosa cuja missão é legalizar a privatização da Nação e a usura. 
Missão do @BancoCentralBR é não liquidar a dívida interna com banqueiros e buscar o pleno desemprego e a mais alta taxa de juros
#Brasil #G1
https://t.co/rGTwUf5eEC";0
@cirogomes Privatização do banco central;1
@SnowdoSertao @PDT_Nacional Vou contatar uns parceiros de Brasília para tacar fogo no carro de quem votar à favor da autonomia do Banco Central. Sem pressão.;0
"Prevejo fortes emoções amanhã na aclamada Bolsa de Valores! 

@BotIbovespa";2
"@Eulavomeucarv @juninholima Acompanho esse pensamento.
O Louro (Tom) estava há mais de 20 anos diariamente na TV, num programa de rentabilidade alta.";2
"São 2 resultados para a Taxa Selic!!!

Os Economistas do Banco Central que Decidam!!! Caso eles queiram!!!

Fórmula da Variação do Câmbio:

=((Dia Atual/Dia Anterior)-1)*100 

Ou

=((Dia Atual - Dia Anterior)/Dia Anterior)*100";1
@EitagiovanaEita Penso na estado de bem-estar social. Assegurar direitos basicos gratuitos para todos ( saude, educaçao, moradia, saneamento basico) ou pelo menos para o numeros maximo de pessoas possiveis. Ja os liberais brs  preferem deixar isso de lado, e focar no ganho na bolsa de valores.;0
"19/10/18 https://t.co/O2iXn4hBNY 
Haddad (PT) CADASTROU um NOVO plano de governo no TSE defendendo a autonomia do Banco Central e abandonando a proposta de um objetivo duplo para a instituição (com metas de inflação e emprego).
#VamoTerClareza https://t.co/jVNBETrhPU";0
"@cirogomes FALE GROSSO QUANTO A ENTREGA DO BANCO CENTRAL!!!!
DENUNCIE @cirogomes A ENTREGA E DESTRUIÇÃO DO BANCO CENTRAL";0
"Banco Central já torrou US$ #23,4Bilhões para deter dólar - 
https://t.co/HejMAIZZkA - 
Via Marcelo Saldanha - UOLEconomia - 
""...No Brasil, a maior dúvida ainda é se o governo de Jair #B0Is0naro (sem partido) conseguirá controlar o #RomboFiscal..."" -";0
"MÍNIMA 
Completamente indignado c/a aberração JURÍDICA que absolveu o ESTRUPADOR 

Da Mariana Ferrer,

E hoje, agora, está  acontecendo outro ESTUPRO no @SenadoFederal contra o Banco Central,

Que vai sacramentar mais 1 assalto aos cofres Públicos pelos Banqueiros e RENTISTAS!!!";0
@heldermaldonado Enquanto o senado quer entregar o Banco Central aos banqueiros, a esquerda burra e lacradora só quer saber de aparecer e ganhar likes! Vocês merecem essa merda país!;0
@OmarAzizPSD Senador vote contra o projeto de Autonomia do Banco Central. Esse é um projeto que tira do povo e do poder politico a capacidade de decidir o futuro do Brasil. #NaoAAutonomiaDoBC;0
@picpay essa rentabilidade de 210% do CDI, está investido em que? Tem algum canal onde eu possa ver mais informações sobre? https://t.co/v2Gmxdswn4;2
"@antonionetopdt @IvanValente @cirogomes @GuilhermeBoulos @IvanValente nem se pronunciou sobre a autonomia do Banco Central ainda... Vc acha q ele liga p verdade?

Ele é valente com e esquerda e Tchutchuca com os banqueiros.";0
@AbrahamWeint Senadores Telmário Mota e Rogério Carvalho DO PT, apresentaram dois projetos de independência do banco central e remuneração da sobra de caixa dos bancos.PROJETOS DE INTERESSE DA DIREITA. O que ainda vai ser preciso para vocês perceberem que estamos todos sendo enganados?;0
@vitorlouredo @joaoamoedonovo Você quer deixar o banco central na mão dos corruptos! Sim a independência do banco central!;0
"@opovoonline Só lembrando o que vai impactar muito no Brasil é a votação da autonomia do Banco Central que será hoje no Senado.

#NãoaAutonomiaDoBC";0
"@senadorhumberto Bosta, o Banco Central independente, significa que não será corrompido, mas, como corrupção faz parte de ""alguns""partidos, óbvio que o voto seria contrário, assim como, prisão em segunda instância! Povo atento, viu bosta!";0
@_sugary_heaven  se felicidade fosse dinheiro, você seria o Banco Central e eu seria a maior investidora;2
não sofro mais por mulher não, só pela bolsa de valores;0
"Todos os dias um otário e um malandro influencer de investimento na bolsa de valores se encontram e sai um golpe ou um esquema de pirâmide. 

https://t.co/mWaTS2MtiB";1
@Sen_Oriovisto Senador você sabe que o Banco Central é cordenado por pessoas que saem dos bancos pra assumir os cargos e que depois eles saem de lá cheios de amor pra dar e voltam pros bancos.;0
Gente, foda-se as eleições americanas. Vocês tão vendo o que estão fazendo com o nosso Banco Central?;0
Deus sabe o que faz qnd jogou ibov na casa do caralho pra eu não liquidar tudo e fazer essa cagada aqui. É a mão invisível do mercado me protegendo https://t.co/Ygwxg1AhU3;0
"Ontem, o Senado aprovou o projeto que estabelece a autonomia do Banco Central brasileiro por 56 votas a 12

A proposta agora precisa do aval da Câmara dos Deputados

Explico no fio os impactos de uma possível decisão favorável 👇";1
"@tassojereissati O senhor vai votar contra a autonomia do Banco Central e a favor do povo, senador?
#NaoAAutonomiaDoBC";1
"Entenda o projeto que dá autonomia ao Banco Central
Países avançados aderem modelo

Projeto tramita no Senado Federal

Texto deve ser votado na 3ª feira

É uma pauta prioritária do governo
https://t.co/MSDGKTSOh9";1
"MINHAS PREVISÕES

PONTO DE EQUILÍBRIO DO 
DÓLAR referente ao mês de 
OUTUBRO de 2020.

A conta é diária!!! 

Em vermelho é para IMPORTAÇÃO. 

Em Azul é 
para Exportação. 

E em Verde é o 
Ponto de EQUILÍBRIO

FONTE: BANCO CENTRAL. https://t.co/d0yDrEEYvB";1
@MarceloFreixo Entendi o seu fio. Para você o banco central tem que continuar nas mãos dos políticos, pra quando vocês voltarem ao poder, roubar até no último centavo.;0
"acho bom o ibov cair pelo menos uns 5% 
bolsonaro conto com vc pra aumentar a queda https://t.co/BApyUEmmts";0
"Conheça os 25 FIIs com a melhor rentabilidade desde o início da pandemia.

Confira a matéria em: https://t.co/GcRlliuEww";2
"@AlexSchwartsman Banco Central tem que ser independente do jogo político e de interesses transitórios: política monetária tem de ser exercida de forma clara, não é ""cargo político"".";1
"@MarceloLins68 A propósito: está ocorrendo um estupro doloso ao país: a aprovação da ""independência"" do Banco Central, que passará a ser governado pelos banqueiros. Estupro com extrema violência.";0
"#partidonovo30 Vitória para o brasileiro! Senado aprova autonomia do Banco Central.

O projeto prevê mandatos para o presidente e os diretores do BC, evitando interferências políticas e aprimorando o controle da inflação.

A proposta irá para Câmara, e contará com a defesa d…";2
"@jornalhoje @AndreiaSadi pelo Banco Central aos bancos, ou seja, uma maquiagem para que os bancos continuem recebendo essa remuneração parasita que sangra o orçamento público e provoca graves danos à economia brasileira: elevação brutal das taxas de juros de mercado; escassez de crédito às empresas,";0
@alkinresearch Obrigado pessoal!! Grande trabalho, passam segurança neste novo ciclo com tantos novatos na renda variável, sucesso pra vcs!;2
@PassosNick Bgl de ação de bolsa de valores;1
CIRO e a independência do Banco Central 😱 https://t.co/zJ7MOKmo3K via @YouTube;0
"Dynamo, um fundo que tem rentabilidade acima da maioria dos pares e além disso produz material que é sempre um prazer ler.
CARTA 105
A Ordem e a Desordem do Mérito https://t.co/kjDFzm6LCf";2
@JosyTelles8 Bolsa de valores já sofre forte queda;0
"Bom dia galera do bem!!!!!
As misericórdias dO Senhor se renovam a cada manhã!!!!
Os bandidos que nos governam, se aproveitaram do desvio das atenções estarem nas eleições norte-americanas e aprovaram a independência do Banco Central!!! Canalhas!!
Que Deus abençoe o nosso dia!!!";0
"O tempo vai passar de qualquer jeito, por isso, já venho montando uma aposentaria, investindo em Renda Variável.

Se você ainda não começou, te aconselho ao menos estudar sobre, quem sabe assim surge uma motivação que te ajude a elaborar um projeto... https://t.co/kkjSVwJXm4";2
Assim como dólar, segue fibonacci do mini índice #ibov. https://t.co/RdwB0Vnsod;1
McClellan Summation do #IBOV desacelerou mas cedeu, segue abaixo da média, VIÉS DE BAIXA https://t.co/VUR30y1vhW;0
Fase restrita de pagamentos pelo Pix começa nesta terça: A partir desta terça-feira (3), um grupo limitado de clientes poderá pagar e receber recursos pelo Pix, o novo sistema de pagamentos instantâneos do Banco Central (BC). A… https://t.co/XgGrLMN5vb No site da Folha;1
Fernando Haddad: Sobre a independência do Banco Central https://t.co/kRW9S5lYXC;0
"Domènec poupa Isla e Natan. Vitinho começa no banco. Matheuzinho, Thuler e Léo Pereira titulares. Meio novamente com Arão, Gerson e Thiago Maia na faixa central. Athlético tem desfalquez e poupa vários jogadores. Basicamente três titulares. Thiago Heleno volta.

Na ida, 1x0 Fla. https://t.co/XdhZLQmSI9";1
"🇺🇸📊#Ibovespa agora: #Dólar opera abaixo de R$ 5,43 com liderança de #Biden sobre #Trump; IBOV sustenta os 100 mil pontos.
https://t.co/cPVqhidyaf";2
"Inscreva-se em nosso canal
bozo aprova golpe c/ apoio dos senadores e bancos!
O projeto de autonomia do Banco Central é o maior golpe no povo que já foi dado desde a CPI do Teto. https://t.co/O1dJmvmr0I
#Resistencia944Dias #FORABOLSONAROEMOURAO
Siga nosso Instagram @DilmaResiste";0
"@SenadorRogerio Vote não à autonomia do Banco Central! O povo não quer que o Brasil seja entregue a meia dúzia de banqueiros! 
#NãoAAutonomiadoBC";0
Banco Central está “supertranquilo” com inflação e não vê motivação para política monetária diferente, diz Kanczuk https://t.co/OEGcO2z8vA;2
"RENDA VARIÁVEL: Funciona como um casamento, não existe certezas, apenas expectativas, por isso, você deve estar preparado para ficar com ela na alegria e na tristeza.

Ficou mais fácil agora?";0
Entenda o projeto que garante autonomia para o Banco Central https://t.co/Z0npZ2pXBu https://t.co/PaK6FHJGdf;1
"Influencer perde R$ 30 mi de investidores após operação na Bolsa de Valores https://t.co/Aao9tHKw0r via @UOLEconomia @UOL 

Galera vamos ter cuidado com esse picaretas que prometem ganhos mágicos.";0
O líder do PT no Senado, @SenadorRogerio, reafirmou o compromisso de defender a economia do Brasil, independente do governo, e a posição da bancada que votou contra a autonomia do Banco Central. Confira no vídeo! https://t.co/irJSlcPpov;1
LIVE URGENTE - VOTAÇÃO NO SENADO - ENTREGA DO BANCO CENTRAL https://t.co/n8Xk2qBtKQ via @YouTube;0
É possível investir na Bolsa de Valores sem ter uma corretora ? https://t.co/Tljz5Ybse6 via @clubedopairico 📰;1
"Outubro o Ibov caiu -0,69% e em 2020 recua - 18,76%. Já o  Set Fia encerrou o mês positivo em 0,13%. No ano, retrai -15,73%.
Desde seu início em 17/01/2008, o Set Fia acumula rentabilidade de 175% versus 65% do Ibov.
Aplicações via: BTG, Órama, ModalMais, Pi, Necton e Toro.";0
"Estudo sobre o financiamento direto e indireto da política fiscal pelo Banco Central do Canadá entre 1935-75. 

Resultado? Não há ligação entre o financiamento (""monetary financing) e inflação. https://t.co/uuJT99buxy";1
#IBOV - IBOV: querendo subir, mas ainda com sinais fracos - TradingView - https://t.co/pVMOGtbYWx;2
"@BCPolitica Qual a posicao de vocês em relação a aberração da autonomia do Banco Central?

#NaoAAutonomiaDoBC";0
"""A votação da autonomia do banco central é a pior facada nas costas do povo Brasileiro da história moderna."" @cirogomes #NaoAAutonomiaDoBC";0
"Como disse o Banco Central a inflação é um fenômeno insignificante e passageiro.
https://t.co/yjkTHrRWla";2
O Senado aprovou hoje (3) o projeto de lei (PL) que confere mandato de quatro anos para o presidente e diretores do Banco Central.  #autonomiadoBanco #BancoCentral #projetoaprovado #Projetoautoriza #projetodeautonomia #Projetodelei #senadoaprova https://t.co/8iDQG09oLr https://t.co/3R4zAMOR0f;1
@pietrarramos @LuperiThiago Okay, vou seguir a lógica de vocês. Vocês venceram!! Aliás, o governo de Jair Bolsonaro está incrível, né? Porque assim como o Biden, houve um aumento na bolsa de valores quando Bolsonaro está a frente.;2
Não à autonomia do Banco Central #BancoCentral #AutonomiaBancoCentralNão;0
"E como o Brasil não dá sossego um min, enquanto nos revoltavamos com o caso da Mari Ferrer, acompanhando as eleições estadunidenses e regogizando com o indiciamento do Flávio Biroliro; 
O senado aprovou a autonomia do Banco Central 
Serio gente, ó..... vtnc tds envolvidos";0
"7º também parece positivo a prestação de contas regular da administração do Banco Central ao Congresso, mas tem pouquíssimo efeito se a garantida a blindagem de quatro anos e suculentas diretorias do Bradesco, Itaú e Safra esperando pelo ""ungido"" depois";2
Com a provável vitória de Donald TRUMP a bolsa de valores internacional opera em alta, está e um boa resposta ao mercado financeiro.;2
A autonomia do Banco Central melhorará a vida do brasileiro https://t.co/wgA99rVlMl;2
"#Ibov #B3 Importante lembrar: A partir de amanhã, 3 de novembro, teremos alterações nos horários de negociação da B3. Ajuste é decorrente do fim do horário de verão nos Estados Unidos.

Pré-abertura: 9h45 às 10h;
Negociação: 10h às 17h55.
Call de fechamento: 17h55 às 18h.";1
"Assista a ""Trump perde e ameaça, Bolsonaro perde. 01 denunciado. Banco Central autônomo? Fujam pras montanhas"" no YouTube https://t.co/dXbkNa4LuU";0
"Tuitis Brasilis vamos olhar para nossos problemas!
Ok acompanhar eleições dos gringos. Mas importante mesmo é colocar na mesa nossas questões:
#SOSAmapa , e
povos indígenas e 
banco central e 
$$ da educação e 
01 denunciado pelo MP. https://t.co/R4Ahk33qnO";0
@JuliannaLulaMar Enquanto isso no Brasil o senado aprova a independência do banco central e a legalização da remuneração da sobra de caixa dos bancos privados.;1
"📊 Fique por dentro dos destaques desta terça-feira (03) no pregão pós-feriado na Bolsa de Valores! Para mais detalhes, confira a edição completa do #FechamentoDoMercado em nosso canal.

 🔴 Assista: https://t.co/9R0usumM4E

#GenialInvestimentos https://t.co/rdUGf5QYm4";1
@MazitaPND Haddad também propôs essa autonomia do banco central;1
"IBOV - Eleições EUA - Video curtinho porque ""time is money"" - gráfico de #IBOV https://t.co/iGfvToMSb5";1
Arqueologo ou analista de risco da bolsa de valores https://t.co/U9dGh3LM97;1
@zeroe100 Nao gosto de usar correlacao, mas la ja rompeu o que seria o topo nosso do 102 e aqui tivemos contracao de vol sexta apos expansao de vol, pode ser operado um parede de protecao ( one punch) no diario do indice, e tem muita coisa linda no semanal do ibov, acho q rally is coming;2
"Fechamento 04/11
Ibovespa pega nova carona em bolsas americanas e sobe quase 2% de olho em eleição

https://t.co/GmIRGWt7Tn https://t.co/Vxnf3THk8o";2
@beijosmetwitta Boa tarde, Mah. O número do Sicoob na câmara de compensação bancária do Banco Central do Brasil é o 756, do Banco Cooperativo do Brasil S.A. (Bancoob) essa informação pode te ajudar a finalizar a transação.;1
imagina o trump ou o biden entregando o FED a três bancos americanos, sendo um deles sob mando do Banco Central Europeu? É algo inimaginável. Quem entrega sua política monetária a banco e outros países? Só esses traidores do Brasil. #EleicoesAmericanas2020;0
@auroepiscopo Então o que ele trouxe de bom ? ja que ele é o presidente desde 2016 e o mundo depende da bolsa de valores pra mim e pra o resto da população do Br ? Continuas sem explicar o que esse governo Trump trouxe de bom pra nossa vida prática. SEGUE A LINHA;1
OBanco Central britânico aumentou seu já enorme estímulo de compra de títulos em 150 bilhões de libras (US$ 195 bilhões), acima do esperado, conforme se prepara para os danos econômicos dos novos lockdowns contra o novo coronavírus e o risco  ##Coronavírus https://t.co/CbnAL34okH https://t.co/467c8XlPwr;2
@rcferreira89 WEG eu preferi em detrimento do IBOV por crer que o IBOV teria maior margem de crescimento dado os preços da época. Até o momento minha crença se mostrou errada 😂;2
@nonoinvestidor Ibov já splitou nos 200k?;1
É vdd gente, foi o mesmo pessoal que utilizou a urna eletrônica para adentrar o banco central do Brasil https://t.co/lkHdO2o6V4;1
Só o PDT e o PT orientaram e votaram contra a autonomia do Banco Central.;1
"Como começar a investir na bolsa de valores hoje e comprar as melhores ações

https://t.co/uSI5XQ9KOK";2
"📊💵💸Pesquisa #PoderData mostra que 84% dos brasileiros nunca colocaram dinheiro na Bolsa de Valores. Os que já investiram são 7%, e 9% não responderam ou disseram que não sabiam.

🔹Saiba mais: https://t.co/ZBfDqKxJMY https://t.co/2Ha6K5tOKG";0
"@LeonardoBzt O protecionismo dele foi bom pra alguns setores específicos, e a inércia manteve os ganhos q o neoliberalismo dá pra bolsa de valores, essas coisas

Mas pra classe trabalhadora, muito papo e nenhuma ação";2
"@maragabrilli Vote não à autonomia do Banco Central! O povo não quer que o Brasil seja entregue a meia dúzia de banqueiros! 
#NãoAAutonomiadoBC";0
"GOLPE PARLAMENTAR 
PODE COMPROVAR 
FORÇA DA BANCOCRACIA

Eleição americana tira foco do Senado que vota hoje o que pode ser grande armadilha contra povo: independência do Banco Central e regras para remunerar sobra de caixa dos bancos para manter escassez de dinheiro na praça. https://t.co/J7qfDy8F0M";0
"Senado aprova a autonomia do Banco Central. A partir de agora quem decide a política econômica do Brasil são oficialmente os banqueiros. O governo vai pagando a fatura das eleições passadas e vc tá aí ligado qual dos dois imperialistas vai fuder o mundo.
 https://t.co/uuTzTMyQXm";0
"Deverá ser votado hoje no Senado o projeto da independência do Banco Central.

O ideal seria que todos os bancos centrais ou fossem extintos ou deixassem de ser monopolistas e houvesse competição entre moedas.

Já que não dá, o second best é a autonomia, isolando-o dos políticos.";2
"https://t.co/Sg5v2jHrTT
Impressionante a insistencia no Brasil de teses ultrapassadas, para momentos diferentes, sem atentar para o ciclo economico, o problema é o mesmo grupo neoliberal controlar a economia desde 1990, sem atuaalização.";0
É uma vergonha essa estrada do Iguatemi e do 5° distrito! A estrada com maior fluxo de rentabilidade do município sem atenção nenhuma! Fiz mais de 15 viagens em menos de um mês e a merda da máquina sempre no mesmo lugar! Porra aí na hora de pedir voto tão ai;0
@marcops27 @SenadoFederal Idiota! isso não tem nada haver com esquerda ou direita não. O nosso banco central esta nas mãos de BANQUEIROS é a mesma coisa de aperfeiçoar e aprimorar as armas um tanque de guerra que só ataca o Brasil.;0
Brasil 247 – Paulo Kliass: Independência do Banco Central? https://t.co/WEIosV9mK5;1
McClellan Summation do #IBOV avançou, mas ainda abaixo da média, VIÉS DE BAIXA https://t.co/DrmVAKYis4;2
A DIFERENÇA DE TRUMP PRA BIDEN EM GEÓRGIA E PENSILVÂNIA CAINDO MAIS RÁPIDO QUE A BOLSA DE VALORES NO CRASH DE 1928;0
Senado Federal: Manifesto Contra a Autonomia do Banco Central - Assine a petição! https://t.co/zPWKaNvLiv via @change_br;0
Sistema de transações do Banco Central, Pix começa a virar realidade no Brasil https://t.co/jmPBEkwPHF;1
No primeiro dia de operação restrita, o Pix registrou 1.570 transações liquidadas, somando cerca de R$142 mil, segundo dados do Banco Central.;1
"@Tiagogreis Achei interessante, principalmente para quem  já tem um valor razoável investido. Assim os fees não comprometem sua rentabilidade.
Pode pesar um pouco no início para qm está começando e tem pouco $ mas no longo prazo acho mais vantajoso pagar um valor fixo alocação eh feita em %.";2
@Xetdoinvesting Os investidores do Amapá nao estao conseguindo vender suas ações, o que segura o IBOV neste momento;0
@guimaraes13PT  Faça um PL e proponha a criação do Banco Central do CUECÃO e coloque seu nome e sua cueca à disposição para presidir a instituição. https://t.co/2cT0UmXTZr;0
"Quando existe algum projeto pra benefício do povo, muitos nem vão pra não dar quórum...

Na surdina, o senado entrega o Banco central para abanca PRIVADA (ver PLP 19/2019). Além disso, ainda cria uma remuneração parasita da sobra de caixa dos bancos através da PLP 3.877/2020.

+";0
"Obrigação votar.

Senado debate amanhã projeto sobre autonomia do Banco Central https://t.co/h6kPnbVBCU";1
E votada a autonomia do Banco Central,  ou seja, que venha a barbárie! https://t.co/GwE9tf6HIF;0
"NUNCA MAIS VOU PERDER DINHEIRO NA BOLSA DE VALORES E EM INVESTIMENTOS POR CAUSA DO DÓLAR
vai perder @DonaldTrump  KKKKKKKKK https://t.co/RJjsoOQinI";2
"Minhas Previsões

TAXA SELIC referente ao mês de OUTUBRO de 2020.

Pelo Câmbio:

Câmbio Acumulado em 12 meses: 4,96

Taxa Selic: 19,44% 

Câmbio Anual: 5,13  

Taxa Selic: 11,39%

Mensal (OUTUBRO 2020): 5,63

Taxa Selic: 4,84%

Fontes: IBGE e BANCO CENTRAL https://t.co/bm7ptrTogx";1
Um assunto nada ver aqui: eu acho que vai abrir concurso p banco central!;0
"A autonomia do Banco Central é a mãe de todas as privatizações. Não há Estado que resista a isso.
O sujeito pode até votar a favor, mas depois não adianta fazer discursinho contra privatização de Petrobrás, Correio, etc.
Isso seria mera enganação.
Conversa pra boi dormir... :-)";0
"URGENTE!!! CONTINUEM ASSISTINDO A LIVE NO CANAL DO JORNALISTA MILTON DANTUNES RELACIONADA A VOTAÇÃO DA AUTONOMIA DO BANCO CENTRAL
https://t.co/PhY0CqF9Cz";0
Vocês viram que entregaram o banco central hj para os banqueiros?!;0
OFederal Reserve (Fed, o banco central dos Estados Unidos) divulgou nesta quinta-feira (5), sua decisão a respeito da política monetária enquanto o país ferve em meio a expectativa para o desfecho das eleições presidenciais, que segue para sua https://t.co/f9C0cv4Aou https://t.co/lFruvOvO0S;0
"@cirogomes Vamos pressionar os nossos senadore a votar CONTRA a autonomia do Banco Central!

#NaoAAutonomiaDoBC";0
Senado aprova projeto de autonomia do Banco Central - https://t.co/J0CPGFeXHD https://t.co/4UP0Vs1S50;1
"A InfoMoney convidou Carlos Viana para um bate-papo na Coffe&amp;Stocks, uma série do Stock Pickers, seu podcast sobre ações do Brasil. Viana, que foi diretor do Banco Central entre julho de 2016 e setembro de 2019, é atualmente head de research da Asset 1. https://t.co/Wo0waFDQ3a https://t.co/L8lKXNxa8X";1
"Poder Executivo controlando o Banco Central é a pior coisa. 

Banco central Autônomo é melhor para o Brasil.";2
"@senadorhumberto Oi, Senador. Bom dia, passando aqui para pedir ao senhor que vote contra esse projeto de autonomia do banco central! O senado federal deveria sentir vergonha em pautar isso uma hora dessas.
#NaoAAutonomiaDoBC";0
